P1,P2,P3,P4,P5,P6,P7,P8
-0.6815046085190858,-0.011689016514424142,-0.7255357492005658,0.3201574013271786,0.7237214202750969,-0.3134293608581459,0.6873593604473758,-0.36653475216655956
-0.2561136641885895,0.1664018744679907,-0.30962244540214007,-0.012122491335109292,0.3173907321436633,-0.27426956527629504,0.523852797306179,0.028498066091554607
-0.6886535675778253,0.13951096696686074,-0.4804085959466457,0.46961595732320194,0.34248264757376196,-0.13389547005282312,0.3734885579966782,-0.8519784540363191
-0.2813607031459561,0.26246204323864314,-0.5240389735272009,-0.0584200210098218,0.16773497243885147,-0.08627162930850348,0.35854628015836676,0.09389485005898383
-0.33937660175615997,-0.13217669301122498,-0.8524426898496574,0.5288258431916296,0.330822945968498,0.1539765635858715,0.6656451361911383,0.1422711113175325
-0.4835428607762878,0.22658476677427813,-0.4188122445639134,-0.08567714645317083,0.347205241353566,-0.17916574682501224,0.34475896629076547,-0.34013467986510354
-0.17272322089814707,-0.16283012545633835,-0.4934359894085819,-0.011800578115638104,0.06879150323874164,-0.14593652534615517,0.54606953130493,0.04961208379248172
-0.7392385907447317,-0.0030121301100443465,-0.8402629917510175,-0.014274950047068441,0.20397261632547492,-0.3925682790078095,0.5062072536880857,-0.33669112947639745
-0.46245472294259354,0.20606375378733013,-0.5956387226418413,0.05586346186510311,0.47483908513183387,0.03499972753212686,0.9442825660825899,-0.2004835370831216
-0.8014400881098995,0.3601199087889121,-0.755636615131423,-0.19522147749342814,0.49803021300625,-0.33494680125419185,0.4754678062015193,-0.3756176996288406
-0.6480939434747073,0.4068060026750145,-0.8258989669318326,-0.15501766416226367,0.47052297918433383,-0.23574797474262005,0.5878385156899381,-0.023264180594377817
-0.8986665577452799,0.06452858846827385,-1.017166612647782,0.26787199954340035,0.40516612318396167,-0.19619050231590301,0.6281271795230392,-0.5592982358624414
-0.7487205527119417,-0.1279908329067692,-0.558675498397841,0.06676058252353094,0.809155743696331,-0.4322927271059814,0.369160570047896,-0.6371146351747221
-0.4718327447894203,0.01766070716847512,-0.5328510829391198,0.5746472133495178,1.0252649717390825,0.15986243114149135,0.4897337218181873,-0.4686869755499307
-0.5533185306807425,0.07839504799560817,-0.4322660512965816,0.3156980042635542,0.7657371720087605,-0.2964939098329595,0.3422942133498622,-0.5077911899841107
-0.5613957527320124,0.0677943851652125,-0.5636162927577252,-0.011500145266765556,0.28227785642705383,-0.4327810930806702,0.40565765924121994,-0.24197663638142178
-0.49593293288982915,0.41729849717171374,-1.1039336008297234,0.26297832677314,0.5172796431073572,-0.2272608146804787,0.94647304735002,0.21966666244880015
-0.5696822828586343,0.1144806877125052,-0.5777098668846677,-0.12983594037344573,0.3127960401740935,-0.2893187930564325,0.3990900663693954,-0.2927155380192719
-0.6144775412572243,0.05516407250077354,-0.9026654216768057,-0.06882199231527877,0.3971626704519857,-0.13541416148417837,0.6617735699369378,0.19623514648730803
-0.47205916601764764,0.22423414316059073,-0.5698897088079095,0.23892791357475154,0.3978899074925019,-0.20854830209911274,0.5560768418005898,0.06579046446017528
-0.5888959427160351,0.4723631158693877,-0.97347267293696,0.2723717158423914,0.3996412668129774,-0.37346039105419504,0.8252889982312143,-0.0837921907565075
-0.7074956416852712,-0.01794747628869212,-0.7590960344272178,-0.13300839828668967,0.700097046290738,-0.5282956110110442,0.5001543241788104,-0.1747575691944269
-0.8415789515618158,0.23037662638343895,-0.9817431426358653,0.0847621860140941,0.6470999487077241,-0.324173574863639,0.6516718180799803,-0.2533806290184216
-0.7060862138293612,0.14630276152317948,-0.6533910456225412,-0.18274934005420895,0.28138007582784214,-0.32630045766256816,0.640968964805641,-0.4302608600066904
-1.016314660954217,0.05601587874952877,-0.9143309998181695,-0.14892214080962257,0.8041838146664604,-0.3728765308520931,0.5724839229765813,-0.46965245333536143
-0.7298053091860779,-0.11725903833801117,-0.6668666717920202,-0.12188852485783418,0.46256282134156856,-0.257845809737401,0.40613248648262334,-0.45584169109255007
-0.7523963922942531,0.04082799574721729,-0.9659093875704865,0.08126362604022168,0.6409176464309883,-0.11760861093983807,0.6408065067516889,-0.3039943849381294
-0.1767046940182399,0.3551417190049152,-0.2778749972232013,0.15053120157621364,0.17284213162083484,-0.2549157868438379,0.23260212112842452,-0.1861748664994288
-0.9013751482602784,-0.13539937361340765,-0.43043061339038646,-0.17135140053481737,0.8037651649346526,-0.4146121353941446,0.2769471169082466,-0.8510945179972789
-0.5557106071790028,0.3040431229184718,-0.6271683306960071,-0.20822683997519972,0.5557571009723993,-0.4988806575392158,0.4852561853846324,0.07736339888173942
-0.5843404313652328,-0.0994073284265816,-0.6858503873170785,0.15009262633645004,0.9061335831835278,-0.46668684763681556,0.4176301814237046,-0.09794270309737428
-0.563775973491633,0.4026642154497534,-0.7161444474420834,0.5309842640614213,0.3753149803605226,-0.26171442979188964,0.7751788560045302,-0.3750648757526066
-0.23205912045191968,0.06530041907201622,-0.24123870680033047,0.0032892059329226965,0.051786068955949095,-0.14222783267918698,0.08252918963639573,-0.12200834249568875
-0.6327078200318171,0.3591318372515124,-0.6611771059718171,-0.30382986311476246,0.3572769073397476,-0.3817962601224323,0.44768204319316185,-0.11845304555507678
-0.7330975975705437,-0.016646014965916837,-0.5677866205350524,-0.00020336492710655669,0.5515171311549996,-0.5064072900328331,0.36309365432641366,-0.5344091188875573
-0.26080538440691675,0.0743396201657805,-0.41619053371204145,0.3966932906412864,0.256168923260625,-0.5784131138268787,0.6615851699023042,-0.3248704040671337
-0.8296349770698256,0.01629836279495839,-0.8272437690965121,0.014710616988165122,0.3711997424934698,-0.3371489209547388,0.48436255790065835,-0.5451376067977558
-0.706977974819842,-0.1049514387499003,-0.6999882566337519,0.028803248567474685,0.523458256187949,-0.643698824714072,0.6613235931074398,-0.2573597508043272
-0.42437308829617926,0.14181367732638464,-0.7430194523837822,0.09428423885029182,0.23625786417102207,-0.31097402200644375,0.7932851792233505,0.20604845652051737
-0.5330612364266215,-0.056228160151770505,-0.8054424098285742,0.6643762415327317,0.7476217968413861,-0.8666732120639264,0.9641825066558175,-0.06198418020340536
-0.7823872599063904,0.21175817039884504,-0.5480634471555496,0.33245271679026467,0.3194254535163557,0.2575118696408484,0.4796817296199369,-0.24747757537590712
-0.8129488743321682,0.1869131710323843,-0.9711614946475626,0.23025486280295124,0.4974817149061415,-0.4342135385035717,0.659301409895529,-0.2034569591308744
-0.61937780314504,0.21868425048680268,-0.3366876628529553,-0.25181278099527693,0.7397742232697512,-0.47141824136942634,0.25829811564137517,-0.43590293580321815
-0.5113500496640042,0.13855360729149177,-0.9853390712191382,0.6196102956347705,0.9383193691072637,-0.17257035549196864,0.42599272975018415,0.058362258224788174
-0.6063633668131451,0.010775573011240436,-0.5613196775694868,0.1825120118963097,0.5189772546597039,-0.04351092007187071,0.41653335143875697,-0.6105010845563433
-0.564203665596625,0.3612862196515715,-0.9778043183601589,0.5635750545366094,0.39877941978623394,0.23707783908937835,0.8322475061877417,-0.11992354942908016
-0.364879350014061,0.13911481293705305,-0.48061807125201006,0.4722247346162612,0.3987831713153163,-0.022007897415171895,0.5001472754159177,-0.23630602426888053
-0.3885693938946937,0.3213878621111571,-0.41910947957107647,0.18125625310937196,0.16301588003027048,-0.2991530475610812,0.5010961916466575,-0.09492953626332319
-0.5960839885093371,-0.04165102124341992,-0.8754644663031493,-0.01474658798350722,0.2634392455331926,-0.2745229225047129,0.5217688760553055,-0.07823852334271743
-0.5783471179770149,0.13399319765838363,-0.6765818555394612,-0.09265927348459277,0.15666912963063176,-0.27673522638500025,0.45456655665920004,-0.2218284097968487
-0.45885202711770956,0.485664276569374,-0.4848009424813774,0.1412281065456975,0.25752433964657884,-0.25212335979625217,0.10192356978480958,0.03825144593852774
-0.24465375497391886,0.06659328520005085,-0.14187508830714168,0.2539113482155537,0.13125389468501808,-0.1720748246770349,0.21509422989184798,-0.06409059765501825
-0.4344621842003683,0.060815295074173305,-0.25479980110062056,-0.10581227794058808,0.2203056657277872,-0.3480331925907794,0.30946794323630006,-0.16131287726638627
-0.6595197089574854,0.11564998139529552,-0.9378917079680475,0.0898085119751309,0.9879689938110932,-0.4540048059699402,0.6513316130121597,-0.553686510228084
-0.5035857772008328,0.011105868047488397,-0.9950754916754926,0.41860335817137406,0.5514629434036962,-0.323471374418732,0.8664156670023234,-0.5451885621755045
-0.15117476817987405,0.154415286903406,-0.18961218624987178,0.13147451372242244,0.09054604550880659,0.014239537543829435,0.10410328070414503,-0.1855228178983456
-0.640115107768311,0.029297863769925533,-1.0495537133430994,0.22443943846234266,0.6135181408971088,0.027054834175108417,0.7817233204706985,-0.527146427066673
-0.6408164512275115,0.3963209535571192,-0.9588388332894973,0.3934468243301867,0.48255493552205286,-0.5442905985828387,0.810421139202231,0.43398150901842264
-0.5748019319370177,0.33110199302451915,-0.8540561840706328,0.33708880471538805,0.7993648950982841,-0.09066570970378242,0.7239021151060193,0.018980494952249027
-0.35173707991933884,0.21391192328594402,-0.8598535291192415,0.05835881273001271,0.2246916051621778,0.04105752503983359,0.7787428644767737,0.2543746398582668
-0.36207976396329056,0.2836798124560247,-0.5409987575219223,-0.070049353132452,0.15154729123093105,-0.24400979412662155,0.4670415845879964,0.09711678932174853
-0.6773104238155465,0.009032840422576611,-0.7397346983761955,0.0001047047837914241,0.48825465236942706,-0.20297976779401747,0.48725931509227766,-0.4039560070851786
-0.3718389035330475,0.05226951093752548,-0.31028585991844776,0.1929597092000094,0.35860172273428187,-0.3577315190948096,0.33826315433596954,-0.23985557699989932
-0.4208886256720965,0.014346160236304757,-0.3749611813408736,0.44097315105301577,0.07736795410043279,-0.139320521486201,0.7017698996237863,-0.35389963419259324
-0.562570609292271,-0.10034872997366062,-0.668737886680659,-0.03384390884104334,0.4982626080929653,-0.24260355704824588,0.46601722504912274,-0.26445957921664326
-0.4771642032800609,0.14898911370732557,-0.5072818001960341,-0.15564047270566297,0.3569188429091391,-0.2613548781884962,0.4505859401940716,-0.17606325633488665
